"コード","会社名","旧会社名","市場","選択","取引市場","業種","資本金","単位株数","備考"
"412A","ＮＥＸＴ　ＦＵＮＤＳ　ＴＩＰ　ＦａｃｔＳｅｔ　台湾イノベイティブ・テクノロジー５０指数連動型上場投信","","ETF・ETN","","","","","",""
"413A","ｉＦｒｅｅＥＴＦ　キャセイ台湾テックリーダー指数","","ETF・ETN","","","","","",""
"414A","オーバーラップホールディングス","","グロース（内国株式）","","","","","",""
"415A","ＧＭＯ　ＴＥＣＨホールディングス","","グロース（内国株式）","","","","","",""
"416A","富士ユナイトホールディングス","","スタンダード（内国株式）","","","","","",""
"417A","ブルーゾーンホールディングス","","プライム（内国株式）","","","","","",""
"419A","ラングローブ","","PRO Market","","","","","",""
"421A","ムービン・ストラテジック・キャリア","","グロース（内国株式）","","","","","",""
"422A","ｔａｎｅ　ＣＲＥＡＴＩＶＥ","","PRO Market","","","","","",""
"423A","ライオン事務器","","スタンダード（内国株式）","","","","","",""
"424A","グローバルＸ　ゴールド　ＥＴＦ（為替ヘッジあり）","","ETF・ETN","","","","","",""
"425A","グローバルＸ　ゴールド　ＥＴＦ","","ETF・ETN","","","","","",""
4265,"Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ","","グロース（内国株式）","","","","","",""
"426A","ニッセイＥＴＦ　Ｓ＆Ｐ５００イコール・ウェイト（為替ヘッジなし）","","ETF・ETN","","","","","",""
"428A","サイプレス・ホールディングス","","スタンダード（内国株式）","","","","","",""
"429A","テクセンドフォトマスク","","プライム（内国株式）","","","","","",""
"430A","ネクストハンズ","","PRO Market","","","","","",""
"431A","ユーソナー","","グロース（内国株式）","","","","","",""
"432A","クリニファー","","PRO Market","","","","","",""
"433A","ＭＪＥ","","PRO Market","","","","","",""
"434A","ＬＯＯＰＬＡＣＥ","","PRO Market","","","","","",""
"435A","ｉＦｒｅｅＥＴＦ　日本株配当ローテーション戦略","","ETF・ETN","","","","","",""
"436A","サイバーソリューションズ","","グロース（内国株式）","","","","","",""
"437A","ジェイウェイブ","","PRO Market","","","","","",""
"438A","インフキュリオン","","グロース（内国株式）","","","","","",""
"439A","アクトビ","","PRO Market","","","","","",""
"441A","ＮＥ","","グロース（内国株式）","","","","","",""
4426,"パスロジ","","PRO Market","","","","","",""
"442A","クラシコ","","グロース（内国株式）","","","","","",""
"443A","ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ指数（２・５・８・１１月決算型）","","ETF・ETN","","","","","",""
"444A","アイテル","","PRO Market","","","","","",""
"445A","東洋コーポレーション","","PRO Market","","","","","",""
"446A","ノースサンド","","グロース（内国株式）","","","","","",""
"447A","ステート・ストリート・スパイダー　ゴールド　ＥＴＦ（為替ヘッジなし）","","ETF・ETN","","","","","",""
"448A","ステート・ストリート・スパイダー　ゴールド　ＥＴＦ（為替ヘッジあり）","","ETF・ETN","","","","","",""
"449A","ステート・ストリート・スパイダー　Ｓ＆Ｐ５００　ＥＴＦ（為替ヘッジなし）","","ETF・ETN","","","","","",""
"450A","ステート・ストリート・スパイダー　Ｓ＆Ｐ５００　ＥＴＦ（為替ヘッジあり）","","ETF・ETN","","","","","",""
"451A","ステート・ストリート・スパイダー　Ｓ＆Ｐ５００高配当株　ＥＴＦ","","ETF・ETN","","","","","",""
"452A","ｉシェアーズ　Ｓ＆Ｐ　５００　プレミアムインカム　ＥＴＦ","","ETF・ETN","","","","","",""
"453A","ｉシェアーズ　米国債２０年超　プレミアムインカム　ＥＴＦ","","ETF・ETN","","","","","",""
"455A","バリューソフトホールディングス","","PRO Market","","","","","",""
"456A","ＨＵＭＡＮ　ＭＡＤＥ","","グロース（内国株式）","","","","","",""
"457A","ルリアン","","PRO Market","","","","","",""
"458A","プラン・ドゥ","","PRO Market","","","","","",""
"459A","野村高利回りＪリート指数ＥＴＦ","","ETF・ETN","","","","","",""
"460A","ＢＲＡＮＵ","","グロース（内国株式）","","","","","",""
"461A","ＭＡＸＩＳ日本株高配当ＳＭＡＲＴ５０上場投信","","ETF・ETN","","","","","",""
"462A","ＦＵＮＤＩＮＮＯ","","グロース（内国株式）","","","","","",""
"463A","インテリックスホールディングス","","スタンダード（内国株式）","","","","","",""
"464A","ＱＰＳホールディングス","","グロース（内国株式）","","","","","",""
"465A","グローバルＸ　日経平均株主還元４０－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
"466A","グローバルＸ　防衛テック　ＥＴＦ","","ETF・ETN","","","","","",""
"467A","グローバルＸ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）","","ETF・ETN","","","","","",""
"468A","グローバルＸ　米ドル建て投資適格社債　ＥＴＦ","","ETF・ETN","","","","","",""
"469A","フィットクルー","","グロース（内国株式）","","","","","",""
"470A","ローカル","","PRO Market","","","","","",""
"471A","ＮＳグループ","","プライム（内国株式）","","","","","",""
"472A","ミラティブ","","グロース（内国株式）","","","","","",""
"473A","ニッセイＥＴＦ　日経２２５インデックス","","ETF・ETN","","","","","",""
"475A","ギミック","","スタンダード（内国株式）","","","","","",""
"476A","辻・本郷ＩＴコンサルティング","","スタンダード（内国株式）","","","","","",""
"477A","スタートライン","","グロース（内国株式）","","","","","",""
"478A","フツパー","","グロース（内国株式）","","","","","",""
"479A","ＰＲＯＮＩ","","グロース（内国株式）","","","","","",""
"480A","リブ・コンサルティング","","グロース（内国株式）","","","","","",""
"481A","ＪＳｅｃｕｒｉｔｙ","","PRO Market","","","","","",""
"483A","テラテクノロジー","","スタンダード（内国株式）","","","","","",""
"484A","ニューズドテック","","PRO Market","","","","","",""
"485A","パワーエックス","","グロース（内国株式）","","","","","",""
"486A","ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジなし）連動型上場投信","","ETF・ETN","","","","","",""
"487A","ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジなし）連動型上場投信","","ETF・ETN","","","","","",""
"488A","ｉシェアーズ　円高フォーカス　ＥＴＦ","","ETF・ETN","","","","","",""
"489A","東証ＲＥＩＴ物流フォーカスＥＴＦ","","ETF・ETN","","","","","",""
"490A","センス・トラスト","","PRO Market","","","","","",""
"491A","ｉシェアーズ　Ｓ＆Ｐ　５００　除く金融　ＥＴＦ（為替ヘッジあり）","","ETF・ETN","","","","","",""
"492A","Ｏｎｅ　ＥＴＦ　日本国債　高クーポン（平均残存１０年未満）","","ETF・ETN","","","","","",""
"493A","Ｏｎｅ　ＥＴＦ　日本国債　１－３年","","ETF・ETN","","","","","",""
"494A","Ｏｎｅ　ＥＴＦ　日本国債　３－７年","","ETF・ETN","","","","","",""
"495A","Ｏｎｅ　ＥＴＦ　日本国債　７－１０年","","ETF・ETN","","","","","",""
"496A","Ｏｎｅ　ＥＴＦ　日本国債　１７－２０年","","ETF・ETN","","","","","",""
"497A","インバウンド消費関連　日本株（ネットリターン）ＥＴＮ","","ETF・ETN","","","","","",""
"498A","防衛・航空宇宙　欧州株（ネットリターン）ＥＴＮ","","ETF・ETN","","","","","",""
"499A","ラグジュアリー厳選１０　欧州株（ネットリターン）ＥＴＮ","","ETF・ETN","","","","","",""
"500A","ＴＯブックス","","スタンダード（内国株式）","","","","","",""
5016,"ＪＸ金属","","プライム（内国株式）","","","","","",""
"501A","プレシャスパートナーズ","","PRO Market","","","","","",""
5022,"レボインターナショナル","","PRO Market","","","","","",""
"502A","グローバルＸ　超短期円建て債券　ＥＴＦ","","ETF・ETN","","","","","",""
5037,"フィットワークス","","PRO Market","","","","","",""
"503A","ベルチャイルド","","PRO Market","","","","","",""
"504A","イノバセル","","グロース（内国株式）","","","","","",""
"505A","ギークリー","","スタンダード（内国株式）","","","","","",""
"506A","シンカナース","","PRO Market","","","","","",""
5072,"アートフォースジャパン","","PRO Market","","","","","",""
50765,"インフロニア・ホールディングス第１回社債型種類株式","","プライム（内国株式）","","","","","",""
5077,"ハンズ","","PRO Market","","","","","",""
"507A","デジタル・ナレッジ","","PRO Market","","","","","",""
"509A","グリーンライト・再エネインフラ投資法人","","REIT・ベンチャーファンド・カントリーファンド・インフラファンド","","","","","",""
"510A","ハートアップ","","PRO Market","","","","","",""
"511A","ヴァンガードスミス","","PRO Market","","","","","",""
"512A","グローバルＸ　ステーブルコイン＆トークンビジネス　ＥＴＦ（除く日本）","","ETF・ETN","","","","","",""
5130,"ヒロホールディングス","","PRO Market","","","","","",""
5135,"ＡＩＲ－Ｕ","","PRO Market","","","","","",""
"513A","グローバルＸ　防衛テック－日本株式　ＥＴＦ","","ETF・ETN","","","","","",""
"514A","孫の手","","PRO Market","","","","","",""
"515A","ｉシェアーズ　高格付け日本円社債　ＥＴＦ","","ETF・ETN","","","","","",""
"516A","ｉＦｒｅｅＥＴＦ　米ドル・ブル（１倍）","","ETF・ETN","","","","","",""
"517A","ｉＦｒｅｅＥＴＦ　米ドル・ベア（１倍）","","ETF・ETN","","","","","",""
"518A","ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥ日本株高配当キャッシュフロー５０指数連動型上場投信","","ETF・ETN","","","","","",""
"519A","ベーシック","","グロース（内国株式）","","","","","",""
"520A","ジェイファーマ","","グロース（内国株式）","","","","","",""
"521A","ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋ゴールド","","ETF・ETN","","","","","",""
"522A","ＣＯＥＬ","","PRO Market","","","","","",""
"523A","セイワホールディングス","","グロース（内国株式）","","","","","",""
5249,"あさかわシステムズ","","PRO Market","","","","","",""
"524A","田村ビルズグループ","","PRO Market","","","","","",""
5251,"ウイズ・ワン","","PRO Market","","","","","",""
"525A","ｍａｎｅｂｉ","","PRO Market","","","","","",""
"526A","ＪＰＸスタートアップ急成長１００ＥＴＦ","","ETF・ETN","","","","","",""
"527A","ＮＯＳＥ　ＳＨＯＰ","","PRO Market","","","","","",""
"528A","フリースタイル","","PRO Market","","","","","",""
"530A","ＮＺＡＭ　上場投信　東証ＲＥＩＴ指数（２・５・８・１１月決算型）","","ETF・ETN","","","","","",""
"531A","ＮＺＡＭ　上場投信　日経平均高配当株５０","","ETF・ETN","","","","","",""
"532A","ＮＺＡＭ　上場投信　ＴＯＰＩＸ高配当４０","","ETF・ETN","","","","","",""
"533A","ＮＺＡＭ　上場投信　Ｓ＆Ｐ５００（為替ヘッジなし）","","ETF・ETN","","","","","",""
"534A","ＮＺＡＭ　上場投信　ＮＡＳＤＡＱ１００（為替ヘッジなし）","","ETF・ETN","","","","","",""
"535A","ＮＺＡＭ　上場投信　ＤＡＸ（為替ヘッジなし）","","ETF・ETN","","","","","",""
"536A","ＮＺＡＭ　上場投信　先進国株式（ＭＳＣＩ－ＫＯＫＵＳＡＩ）（為替ヘッジなし）","","ETF・ETN","","","","","",""
"537A","ＮＺＡＭ　上場投信　全世界株式（ＭＳＣＩ　ＡＣＷＩ）（為替ヘッジなし）","","ETF・ETN","","","","","",""
"538A","ＮＺＡＭ　上場投信　米国国債７－１０年（為替ヘッジなし）","","ETF・ETN","","","","","",""
"539A","ＮＺＡＭ　上場投信　海外債券（ＦＴＳＥ　ＷＧＢＩ除く日本）（為替ヘッジなし）","","ETF・ETN","","","","","",""
