"日付","始値","高値","安値","終値","前日比","出来高","売残","買残"
1995/10/06,1540,1540,1540,1540,,246000,,
1995/10/09,1480,1480,1300,1330,,59000,,
1995/10/11,1270,1270,1160,1170,,15000,,
1995/10/12,1210,1270,1210,1270,,19000,,
1995/10/13,1270,1270,1220,1270,,4000,,
1995/10/16,1270,1270,1250,1250,,4000,,
1995/10/17,1250,1260,1200,1260,,6000,,
1995/10/18,1260,1270,1220,1270,,6000,,
1995/10/19,1260,1270,1200,1270,,13000,,
1995/10/20,1260,1260,1260,1260,,1000,,
1995/10/23,1260,1270,1220,1270,,7000,,
1995/10/24,1230,1230,1160,1220,,11000,,
1995/10/25,1220,1250,1200,1250,,20000,,
1995/10/26,1230,1270,1200,1270,,30000,,
1995/10/27,1230,1250,1180,1230,,19000,,
1995/10/30,1190,1230,1170,1230,,8000,,
1995/10/31,1230,1240,1170,1220,,16000,,
1995/11/01,1220,1220,1170,1220,,9000,,
1995/11/02,1200,1230,1200,1230,,11000,,
1995/11/06,1200,1200,1180,1190,,5000,,
1995/11/07,1190,1190,1160,1190,,13000,,
1995/11/08,1190,1240,1170,1240,,16000,,
1995/11/09,1200,1200,1200,1200,,1000,,
1995/11/10,1220,1240,1220,1240,,11000,,
1995/11/13,1240,1240,1200,1240,,9000,,
1995/11/14,1200,1200,1200,1200,,4000,,
1995/11/15,1180,1180,1160,1160,,2000,,
1995/11/16,1180,1180,1160,1160,,2000,,
1995/11/17,1140,1180,1120,1180,,4000,,
1995/11/20,1180,1200,1180,1200,,7000,,
1995/11/21,1150,1200,1150,1200,,11000,,
1995/11/24,1120,1120,1110,1110,,2000,,
1995/11/27,1100,1100,1100,1100,,1000,,
1995/11/28,1080,1100,1070,1100,,6000,,
1995/12/01,1080,1080,1080,1080,,2000,,
1995/12/04,1060,1060,1050,1060,,5000,,
1995/12/05,1060,1060,1060,1060,,9000,,
1995/12/06,1060,1060,1060,1060,,2000,,
1995/12/07,1060,1060,1060,1060,,1000,,
1995/12/08,1060,1060,1000,1000,,5000,,
1995/12/11,1000,1030,1000,1030,,6000,,
1995/12/12,1070,1070,1070,1070,,1000,,
1995/12/14,1070,1070,1070,1070,,1000,,
1995/12/15,1070,1070,1070,1070,,1000,,
1995/12/18,1070,1070,1070,1070,,3000,,
1995/12/20,1020,1040,1010,1010,,3000,,
1995/12/21,1010,1010,1010,1010,,3000,,
1995/12/22,1030,1030,1010,1010,,2000,,
1995/12/25,1010,1020,1000,1000,,5000,,
1995/12/26,1010,1020,1010,1020,,2000,,
1995/12/29,1030,1030,1030,1030,,1000,,
1996/01/05,1090,1090,1090,1090,,1000,,
1996/01/08,1090,1100,1090,1100,,3000,,
1996/01/09,1100,1120,1100,1110,,5000,,
1996/01/10,1130,1130,1130,1130,,1000,,
1996/01/12,1110,1110,1110,1110,,2000,,
1996/01/16,1150,1150,1150,1150,,1000,,
1996/01/17,1130,1130,1130,1130,,3000,,
1996/01/18,1130,1140,1130,1140,,2000,,
1996/01/19,1150,1210,1150,1210,,11000,,
1996/01/22,1210,1210,1180,1180,,8000,,
1996/01/23,1180,1180,1160,1160,,4000,,
1996/01/24,1140,1140,1110,1140,,4000,,
1996/01/25,1120,1130,1120,1130,,3000,,
1996/01/26,1140,1140,1130,1140,,4000,,
1996/01/29,1160,1160,1150,1150,,3000,,
1996/01/30,1150,1160,1150,1160,,5000,,
1996/01/31,1150,1150,1140,1140,,3000,,
1996/02/01,1160,1160,1160,1160,,3000,,
1996/02/02,1150,1160,1130,1130,,6000,,
1996/02/06,1130,1130,1130,1130,,3000,,
1996/02/07,1130,1160,1130,1160,,6000,,
1996/02/08,1120,1150,1120,1150,,3000,,
1996/02/09,1120,1120,1120,1120,,1000,,
1996/02/13,1130,1130,1130,1130,,1000,,
1996/02/14,1120,1120,1120,1120,,4000,,
1996/02/15,1100,1100,1100,1100,,1000,,
1996/02/16,1120,1120,1070,1070,,4000,,
1996/02/19,1050,1050,1030,1030,,5000,,
1996/02/20,1050,1050,1050,1050,,1000,,
1996/02/22,1060,1060,1050,1050,,2000,,
1996/02/23,1050,1050,1050,1050,,1000,,
1996/02/26,1050,1060,1040,1060,,6000,,
1996/02/27,1050,1070,1050,1070,,4000,,
1996/02/28,1070,1070,1050,1050,,4000,,
1996/02/29,1040,1040,1040,1040,,1000,,
1996/03/01,1040,1050,1040,1050,,3000,,
1996/03/04,1050,1050,1050,1050,,1000,,
1996/03/05,1040,1040,1040,1040,,8000,,
1996/03/07,1040,1040,1020,1040,,6000,,
1996/03/08,1030,1050,1030,1050,,5000,,
1996/03/11,1050,1050,1050,1050,,1000,,
1996/03/12,1040,1040,1040,1040,,2000,,
1996/03/13,1040,1040,1040,1040,,4000,,
1996/03/15,1040,1050,1040,1050,,4000,,
1996/03/18,1040,1040,1030,1030,,4000,,
1996/03/19,1030,1040,1030,1030,,6000,,
1996/03/21,1030,1030,1030,1030,,4000,,
1996/03/25,1030,1030,1020,1020,,6000,,
1996/03/27,1040,1040,1040,1040,,1000,,
1996/03/28,1060,1060,1060,1060,,1000,,
1996/03/29,1060,1100,1060,1100,,4000,,
1996/04/01,1140,1170,1140,1160,,8000,,
1996/04/02,1160,1160,1160,1160,,1000,,
1996/04/03,1120,1120,1110,1110,,2000,,
1996/04/04,1110,1120,1110,1120,,3000,,
1996/04/08,1060,1060,1050,1050,,3000,,
1996/04/09,1050,1070,1050,1070,,4000,,
1996/04/10,1070,1070,1070,1070,,1000,,
1996/04/12,1060,1070,1060,1060,,7000,,
1996/04/15,1120,1120,1080,1080,,3000,,
1996/04/16,1080,1080,1080,1080,,4000,,
1996/04/17,1080,1080,1080,1080,,1000,,
1996/04/18,1100,1110,1100,1110,,7000,,
1996/04/19,1090,1120,1080,1120,,6000,,
1996/04/22,1120,1120,1120,1120,,1000,,
1996/04/23,1130,1130,1120,1120,,2000,,
1996/04/24,1100,1100,1100,1100,,1000,,
1996/04/25,1040,1040,1040,1040,,2000,,
1996/04/26,1100,1100,1100,1100,,1000,,
1996/04/30,1080,1080,1080,1080,,1000,,
1996/05/02,1080,1080,1080,1080,,1000,,
1996/05/07,1100,1100,1070,1070,,3000,,
1996/05/08,1100,1100,1100,1100,,2000,,
1996/05/09,1120,1130,1120,1130,,5000,,
1996/05/10,1120,1120,1120,1120,,1000,,
1996/05/13,1140,1160,1140,1160,,21000,,
1996/05/14,1160,1180,1130,1180,,11000,,
1996/05/15,1190,1200,1180,1200,,12000,,
1996/05/16,1160,1180,1160,1180,,4000,,
1996/05/17,1190,1190,1190,1190,,1000,,
1996/05/20,1170,1170,1170,1170,,1000,,
1996/05/21,1160,1160,1160,1160,,3000,,
1996/05/22,1160,1160,1160,1160,,2000,,
1996/05/24,1160,1160,1160,1160,,2000,,
1996/05/27,1190,1190,1180,1180,,7000,,
1996/05/28,1170,1170,1160,1160,,2000,,
1996/05/29,1160,1160,1160,1160,,4000,,
1996/05/30,1160,1160,1160,1160,,1000,,
1996/05/31,1120,1190,1120,1190,,4000,,
1996/06/03,1150,1150,1150,1150,,4000,,
1996/06/04,1150,1150,1150,1150,,1000,,
1996/06/05,1150,1150,1150,1150,,2000,,
1996/06/06,1150,1150,1150,1150,,4000,,
1996/06/07,1140,1150,1140,1150,,2000,,
1996/06/10,1160,1160,1150,1150,,11000,,
1996/06/11,1170,1220,1170,1200,,10000,,
1996/06/12,1200,1250,1200,1240,,15000,,
1996/06/13,1240,1240,1240,1240,,4000,,
1996/06/14,1200,1200,1200,1200,,1000,,
1996/06/17,1170,1170,1170,1170,,2000,,
1996/06/18,1180,1200,1180,1190,,9000,,
1996/06/19,1200,1200,1200,1200,,2000,,
1996/06/20,1190,1200,1180,1180,,6000,,
1996/06/21,1200,1200,1200,1200,,1000,,
1996/06/25,1170,1180,1170,1180,,3000,,
1996/06/26,1180,1180,1180,1180,,3000,,
1996/06/27,1190,1200,1190,1200,,3000,,
1996/06/28,1210,1240,1210,1240,,12000,,
1996/07/01,1300,1300,1280,1290,,41000,,
1996/07/02,1270,1320,1270,1320,,11000,,
1996/07/03,1310,1320,1300,1300,,21000,,
1996/07/04,1300,1300,1290,1290,,6000,,
1996/07/05,1290,1320,1270,1320,,3000,,
1996/07/08,1310,1320,1300,1300,,4000,,
1996/07/09,1290,1290,1290,1290,,1000,,
1996/07/12,1300,1320,1300,1300,,4000,,
